time,position,velocity,error,command
5.44,1.4654222390774863,-7.986068543728024,9.019387314011533,12.400865224318697
5.45,1.3857532262835146,-7.966901279397174,7.969728163715558,1.9167264330850289
5.46,1.3072333104349667,-7.851991584854785,8.689271163467307,11.490969454238861
5.47,1.2290456722645104,-7.8187638170456255,7.926203850398213,3.322776780915955
5.48,1.152474242106069,-7.657143015844138,9.428626874900278,16.162080120148712
5.49,1.0758636507280868,-7.6610591377982304,7.920377279845704,-0.3916121954092082
5.5,1.0005314124319302,-7.533223829615645,8.857883472332794,12.783530818258535
5.51,0.9261512139695344,-7.438019846239582,9.093767591364765,9.520398337606272
5.5200000000000005,0.8530283659621999,-7.312284800733453,9.797555800092503,12.573504550612942
5.53,0.7807866796833818,-7.224168627881812,9.755438856648029,8.81161728516405
5.54,0.7085940057123321,-7.2192673971049635,8.332037029692815,0.4901230776848333
5.55,0.6375643223273866,-7.10296833849455,9.000999137933235,11.629905861041355
5.5600000000000005,0.5675168488960707,-7.004747343131588,9.25562390335884,9.822099536296246
5.57,0.49890743262586806,-6.860941627020262,10.225852244978741,14.380571611132604
5.58,0.43078372503228485,-6.8123707593583225,9.445554129817241,4.857086766193916
5.59,0.3638783295768376,-6.690539545544726,10.01464236264983,12.183121381359603
5.6000000000000005,0.2976784897187938,-6.619983985804378,9.632682874977021,7.055555974034778
5.61,0.2325490162308173,-6.51294734879765,9.920747798389622,10.703663700672813
5.62,0.1683588813519104,-6.419013487890691,9.940765505319755,9.393386090695932
5.63,0.1049559336419193,-6.340294770999111,9.702244153479638,7.871871689158047
5.64,0.04221162124455449,-6.27443123973648,9.287675320576948,6.586353126263067
5.65,-0.019021821572117424,-6.123344281667191,10.36086492911416,15.108695806928896
5.66,-0.07957133382927106,-6.054951225715364,9.875312015601544,6.839305595182752
5.67,-0.13901336304429546,-5.9442029215024395,10.17490957376369,11.074830421292468
5.68,-0.19824108345166125,-5.922772040736578,8.934461404547,2.143088076586139
5.69,-0.25595005812925925,-5.770897467759798,10.073137277502154,15.187457297678023
5.7,-0.31276026317223476,-5.681020504297553,9.987075833750223,8.98769634622442
